Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
KEC International,4.0,(4k),Engineering & Construction | Mumbai +288 other locations,11.9k,Engineering & Construction | Mumbai +288 other locations,https://www.ambitionbox.com/overview/KEC International-overview
Aditya Birla Fashion and Retail,4.1,(3.9k),Fashion & Textile | Bangalore / Bengaluru +264 other locations,12.2k,Fashion & Textile | Bangalore / Bengaluru +264 other locations,https://www.ambitionbox.com/overview/Aditya Birla Fashion and Retail-overview
Randstad,3.7,(3.9k),Recruitment | Hyderabad / Secunderabad +308 other locations,15.1k,Recruitment | Hyderabad / Secunderabad +308 other locations,https://www.ambitionbox.com/overview/Randstad-overview
Varun Beverages,4.0,(3.9k),Beverage | New Delhi +331 other locations,11k,Beverage | New Delhi +331 other locations,https://www.ambitionbox.com/overview/Varun Beverages-overview
Deutsche Bank,3.8,(3.8k),Banking | Pune +42 other locations,32.6k,Banking | Pune +42 other locations,https://www.ambitionbox.com/overview/Deutsche Bank-overview
Hyundai Motor India Limited,4.2,(3.8k),Automobile | Chennai +272 other locations,12.8k,Automobile | Chennai +272 other locations,https://www.ambitionbox.com/overview/Hyundai Motor India Limited-overview
CARS24,3.5,(3.8k),Internet | Gurgaon / Gurugram +164 other locations,14.3k,Internet | Gurgaon / Gurugram +164 other locations,https://www.ambitionbox.com/overview/CARS24-overview
Havells,3.9,(3.8k),Electrical Equipment | Noida +226 other locations,12.7k,Electrical Equipment | Noida +226 other locations,https://www.ambitionbox.com/overview/Havells-overview
ITC Infotech,3.6,(3.8k),IT Services & Consulting | Bangalore / Bengaluru +63 other locations,28.1k,IT Services & Consulting | Bangalore / Bengaluru +63 other locations,https://www.ambitionbox.com/overview/ITC Infotech-overview
EY Global Delivery Services ( EY GDS),3.5,(3.8k),Accounting & Auditing | Bangalore / Bengaluru +47 other locations,36k,Accounting & Auditing | Bangalore / Bengaluru +47 other locations,https://www.ambitionbox.com/overview/EY Global Delivery Services ( EY GDS)-overview
R1 RCM,3.8,(3.8k),BPO | New Delhi +42 other locations,19.4k,BPO | New Delhi +42 other locations,https://www.ambitionbox.com/overview/R1 RCM-overview
L&T Finance,3.9,(3.8k),NBFC | Mumbai +549 other locations,11.4k,NBFC | Mumbai +549 other locations,https://www.ambitionbox.com/overview/L&T Finance-overview
Intas Pharmaceuticals,4.1,(3.7k),Pharma | Ahmedabad +134 other locations,16.3k,Pharma | Ahmedabad +134 other locations,https://www.ambitionbox.com/overview/Intas Pharmaceuticals-overview
Bajaj Auto,3.8,(3.7k),Automobile | Pune +288 other locations,13.4k,Automobile | Pune +288 other locations,https://www.ambitionbox.com/overview/Bajaj Auto-overview
Team Lease,3.9,(3.7k),Recruitment | Bangalore / Bengaluru +370 other locations,14.9k,Recruitment | Bangalore / Bengaluru +370 other locations,https://www.ambitionbox.com/overview/Team Lease-overview
Oyo Rooms,3.2,(3.6k),Hospitality | Gurgaon / Gurugram +119 other locations,17.9k,Hospitality | Gurgaon / Gurugram +119 other locations,https://www.ambitionbox.com/overview/Oyo Rooms-overview
Reliance Communications,4.0,(3.6k),Telecom | Mumbai +455 other locations,10k,Telecom | Mumbai +455 other locations,https://www.ambitionbox.com/overview/Reliance Communications-overview
Access Healthcare,3.9,(3.6k),Analytics & KPO | Chennai +48 other locations,21.9k,Analytics & KPO | Chennai +48 other locations,https://www.ambitionbox.com/overview/Access Healthcare-overview
John Deere,4.1,(3.6k),Industrial Machinery | Pune +136 other locations,14.7k,Industrial Machinery | Pune +136 other locations,https://www.ambitionbox.com/overview/John Deere-overview
Macleods Pharmaceuticals,3.6,(3.6k),Pharma | Mumbai +115 other locations,15k,Pharma | Mumbai +115 other locations,https://www.ambitionbox.com/overview/Macleods Pharmaceuticals-overview
Hetero,3.8,(3.6k),Pharma | Hyderabad / Secunderabad +59 other locations,14.4k,Pharma | Hyderabad / Secunderabad +59 other locations,https://www.ambitionbox.com/overview/Hetero-overview
LG Electronics,3.9,(3.5k),Consumer Electronics & Appliances | Pune +278 other locations,10.2k,Consumer Electronics & Appliances | Pune +278 other locations,https://www.ambitionbox.com/overview/LG Electronics-overview
Tata Communications,4.0,(3.6k),Telecom | Pune +98 other locations,22.9k,Telecom | Pune +98 other locations,https://www.ambitionbox.com/overview/Tata Communications-overview
Tata AIA Life Insurance,4.0,(3.6k),Insurance | Mumbai +384 other locations,12.9k,Insurance | Mumbai +384 other locations,https://www.ambitionbox.com/overview/Tata AIA Life Insurance-overview
Royal Enfield,4.2,(3.6k),Automobile | Chennai +346 other locations,13.6k,Automobile | Chennai +346 other locations,https://www.ambitionbox.com/overview/Royal Enfield-overview
Thermax Limited,4.2,(3.5k),Industrial Machinery | Pune +222 other locations,12.1k,Industrial Machinery | Pune +222 other locations,https://www.ambitionbox.com/overview/Thermax Limited-overview
Aakash Educational Services,3.4,(3.5k),Education & Training | New Delhi +230 other locations,12.2k,Education & Training | New Delhi +230 other locations,https://www.ambitionbox.com/overview/Aakash Educational Services-overview
VE Commercial Vehicles,4.0,(3.5k),Automobile | Indore +144 other locations,12.7k,Automobile | Indore +144 other locations,https://www.ambitionbox.com/overview/VE Commercial Vehicles-overview
Utkarsh Small Finance Bank,3.8,(3.5k),Banking | Varanasi +352 other locations,9.8k,Banking | Varanasi +352 other locations,https://www.ambitionbox.com/overview/Utkarsh Small Finance Bank-overview
Carelon Global Solutions,3.9,(3.4k),Software Product | Bangalore / Bengaluru +17 other locations,25.4k,Software Product | Bangalore / Bengaluru +17 other locations,https://www.ambitionbox.com/overview/Carelon Global Solutions-overview
HDFC Ergo General Insurance,3.9,(3.5k),Insurance | Mumbai +293 other locations,11.5k,Insurance | Mumbai +293 other locations,https://www.ambitionbox.com/overview/HDFC Ergo General Insurance-overview
Cummins,4.3,(3.4k),Industrial Machinery | Pune +106 other locations,14.7k,Industrial Machinery | Pune +106 other locations,https://www.ambitionbox.com/overview/Cummins-overview
Viatris,4.1,(3.4k),Pharma | Hyderabad / Secunderabad +75 other locations,13.6k,Pharma | Hyderabad / Secunderabad +75 other locations,https://www.ambitionbox.com/overview/Viatris-overview
Publicis Sapient,3.5,(3.4k),IT Services & Consulting | Bangalore / Bengaluru +44 other locations,27.3k,IT Services & Consulting | Bangalore / Bengaluru +44 other locations,https://www.ambitionbox.com/overview/Publicis Sapient-overview
DCB Bank,3.8,(3.4k),Banking | Mumbai +326 other locations,9.3k,Banking | Mumbai +326 other locations,https://www.ambitionbox.com/overview/DCB Bank-overview
Bank of America,4.2,(3.4k),Banking | Gurgaon / Gurugram +33 other locations,25.9k,Banking | Gurgaon / Gurugram +33 other locations,https://www.ambitionbox.com/overview/Bank of America-overview
American Express,4.1,(3.4k),Financial Services | Gurgaon / Gurugram +49 other locations,21.6k,Financial Services | Gurgaon / Gurugram +49 other locations,https://www.ambitionbox.com/overview/American Express-overview
Subros,3.8,(3.4k),Auto Components | Noida +79 other locations,12k,Auto Components | Noida +79 other locations,https://www.ambitionbox.com/overview/Subros-overview
Lenskart,3.2,(3.4k),Internet | New Delhi +211 other locations,11.1k,Internet | New Delhi +211 other locations,https://www.ambitionbox.com/overview/Lenskart-overview
Jubilant Foods Works,3.7,(3.4k),Hospitality | New Delhi +231 other locations,8.1k,Hospitality | New Delhi +231 other locations,https://www.ambitionbox.com/overview/Jubilant Foods Works-overview
Berger Paints,3.7,(3.4k),Chemicals | Kolkata +302 other locations,8.9k,Chemicals | Kolkata +302 other locations,https://www.ambitionbox.com/overview/Berger Paints-overview
PVR Inox,3.9,(3.3k),Media & Entertainment | New Delhi +148 other locations,9.2k,Media & Entertainment | New Delhi +148 other locations,https://www.ambitionbox.com/overview/PVR Inox-overview
Hindalco Industries,4.2,(3.3k),Metals & Mining | Sambalpur +112 other locations,10.8k,Metals & Mining | Sambalpur +112 other locations,https://www.ambitionbox.com/overview/Hindalco Industries-overview
Automatic Data Processing (ADP),4.0,(3.3k),Software Product | Hyderabad / Secunderabad +37 other locations,20.3k,Software Product | Hyderabad / Secunderabad +37 other locations,https://www.ambitionbox.com/overview/Automatic Data Processing (ADP)-overview
Jindal Steel and Power,3.9,(3.3k),Iron & Steel | Angul +152 other locations,13.9k,Iron & Steel | Angul +152 other locations,https://www.ambitionbox.com/overview/Jindal Steel and Power-overview
Alembic Pharmaceuticals,4.0,(3.3k),Pharma | Vadodara +171 other locations,14.2k,Pharma | Vadodara +171 other locations,https://www.ambitionbox.com/overview/Alembic Pharmaceuticals-overview
Samvardhana Motherson Group,3.7,(3.3k),Auto Components | Noida +85 other locations,12.1k,Auto Components | Noida +85 other locations,https://www.ambitionbox.com/overview/Samvardhana Motherson Group-overview
Godrej & Boyce Manufacturing,3.9,(3.3k),Consumer Electronics & Appliances | Mumbai +143 other locations,14.7k,Consumer Electronics & Appliances | Mumbai +143 other locations,https://www.ambitionbox.com/overview/Godrej & Boyce Manufacturing-overview
Pidilite Industries,4.3,(3.3k),Chemicals | Mumbai +279 other locations,10.1k,Chemicals | Mumbai +279 other locations,https://www.ambitionbox.com/overview/Pidilite Industries-overview
RBL Bank,3.6,(3.3k),Banking | Mumbai +253 other locations,17k,Banking | Mumbai +253 other locations,https://www.ambitionbox.com/overview/RBL Bank-overview
State Street Corporation,3.7,(3.2k),Financial Services | Bangalore / Bengaluru +30 other locations,28.1k,Financial Services | Bangalore / Bengaluru +30 other locations,https://www.ambitionbox.com/overview/State Street Corporation-overview
Sodexo,4.1,(3.3k),Facility Management Services | Mumbai +146 other locations,9.6k,Facility Management Services | Mumbai +146 other locations,https://www.ambitionbox.com/overview/Sodexo-overview
Abbott,4.1,(3.2k),Pharma | Mumbai +193 other locations,10.9k,Pharma | Mumbai +193 other locations,https://www.ambitionbox.com/overview/Abbott-overview
Maersk,4.1,(3.2k),Logistics | Pune +45 other locations,17.8k,Logistics | Pune +45 other locations,https://www.ambitionbox.com/overview/Maersk-overview
Bharat Electronics,4.2,(3.2k),Electronics Manufacturing | Bangalore / Bengaluru +72 other locations,11.9k,Electronics Manufacturing | Bangalore / Bengaluru +72 other locations,https://www.ambitionbox.com/overview/Bharat Electronics-overview
Dabur,3.9,(3.2k),FMCG | New Delhi +291 other locations,8k,FMCG | New Delhi +291 other locations,https://www.ambitionbox.com/overview/Dabur-overview
Indian Oil Corporation,4.4,(3.2k),Oil & Gas | New Delhi +290 other locations,7.3k,Oil & Gas | New Delhi +290 other locations,https://www.ambitionbox.com/overview/Indian Oil Corporation-overview
Synechron,3.5,(3.2k),IT Services & Consulting | Pune +31 other locations,27.5k,IT Services & Consulting | Pune +31 other locations,https://www.ambitionbox.com/overview/Synechron-overview
Aarti Industries,4.1,(3.2k),Agro Chemicals | Bharuch +52 other locations,13.5k,Agro Chemicals | Bharuch +52 other locations,https://www.ambitionbox.com/overview/Aarti Industries-overview
Reliance Digital,4.1,(3.2k),Retail | Mumbai +354 other locations,7.9k,Retail | Mumbai +354 other locations,https://www.ambitionbox.com/overview/Reliance Digital-overview
Escorts Kubota Limited,4.1,(3.2k),Automobile | Faridabad +142 other locations,12.1k,Automobile | Faridabad +142 other locations,https://www.ambitionbox.com/overview/Escorts Kubota Limited-overview
Birlasoft,3.6,(3.2k),IT Services & Consulting | Pune +45 other locations,28.4k,IT Services & Consulting | Pune +45 other locations,https://www.ambitionbox.com/overview/Birlasoft-overview
Reliance Projects & Property Management Services,4.0,(3.1k),IT Services & Consulting | Kolkata +573 other locations,6.9k,IT Services & Consulting | Kolkata +573 other locations,https://www.ambitionbox.com/overview/Reliance Projects & Property Management Services-overview
Cogent E Services,3.2,(3.1k),Noida +47 other locations,9.5k,Noida +47 other locations,https://www.ambitionbox.com/overview/Cogent E Services-overview
Ipca Laboratories,3.9,(3.1k),Pharma | Mumbai +147 other locations,11k,Pharma | Mumbai +147 other locations,https://www.ambitionbox.com/overview/Ipca Laboratories-overview
PNB MetLife,3.4,(3.1k),Insurance | New Delhi +379 other locations,7.7k,Insurance | New Delhi +379 other locations,https://www.ambitionbox.com/overview/PNB MetLife-overview
Kyndryl,4.0,(3.1k),IT Services & Consulting | Bangalore / Bengaluru +33 other locations,22.3k,IT Services & Consulting | Bangalore / Bengaluru +33 other locations,https://www.ambitionbox.com/overview/Kyndryl-overview
Ford Motor,4.3,(3.1k),Automobile | Chennai +123 other locations,14.1k,Automobile | Chennai +123 other locations,https://www.ambitionbox.com/overview/Ford Motor-overview
Glenmark Pharmaceuticals,3.9,(3.1k),Pharma | Mumbai +156 other locations,11.3k,Pharma | Mumbai +156 other locations,https://www.ambitionbox.com/overview/Glenmark Pharmaceuticals-overview
"NTT DATA, Inc.",4.0,(3.1k),IT Services & Consulting | Bangalore / Bengaluru +32 other locations,22.4k,IT Services & Consulting | Bangalore / Bengaluru +32 other locations,"https://www.ambitionbox.com/overview/NTT DATA, Inc.-overview"
Kogta Financial India Limited,4.7,(3.1k),NBFC | Jaipur +231 other locations,1.6k,NBFC | Jaipur +231 other locations,https://www.ambitionbox.com/overview/Kogta Financial India Limited-overview
Motilal Oswal Financial Services,3.6,(3.1k),Financial Services | Mumbai +150 other locations,11k,Financial Services | Mumbai +150 other locations,https://www.ambitionbox.com/overview/Motilal Oswal Financial Services-overview
Johnson Controls,3.6,(3.1k),Industrial Automation | Pune +52 other locations,16.2k,Industrial Automation | Pune +52 other locations,https://www.ambitionbox.com/overview/Johnson Controls-overview
UBS,3.9,(3k),Financial Services | Pune +19 other locations,29.1k,Financial Services | Pune +19 other locations,https://www.ambitionbox.com/overview/UBS-overview
Kotak Mahindara Life Insurance,3.7,(3.1k),Insurance | Mumbai +234 other locations,11.5k,Insurance | Mumbai +234 other locations,https://www.ambitionbox.com/overview/Kotak Mahindara Life Insurance-overview
Aditya Birla Sun Life Insurance,4.0,(3.1k),Insurance | Mumbai +437 other locations,9k,Insurance | Mumbai +437 other locations,https://www.ambitionbox.com/overview/Aditya Birla Sun Life Insurance-overview
24/7 Customer,3.5,(3k),Software Product | Bangalore / Bengaluru +35 other locations,13k,Software Product | Bangalore / Bengaluru +35 other locations,https://www.ambitionbox.com/overview/24/7 Customer-overview
Future Group,4.2,(3k),Retail | Mumbai +204 other locations,7.8k,Retail | Mumbai +204 other locations,https://www.ambitionbox.com/overview/Future Group-overview
JK Cement,4.1,(3k),Building Material | New Delhi +294 other locations,9k,Building Material | New Delhi +294 other locations,https://www.ambitionbox.com/overview/JK Cement-overview
Alkem Laboratories,3.9,(3k),Pharma | Mumbai +175 other locations,9.1k,Pharma | Mumbai +175 other locations,https://www.ambitionbox.com/overview/Alkem Laboratories-overview
MRF Tyres,3.6,(3k),Auto Components | Chennai +181 other locations,11.5k,Auto Components | Chennai +181 other locations,https://www.ambitionbox.com/overview/MRF Tyres-overview
Marpu Foundation,4.8,(3k),Non-Profit | Hyderabad / Secunderabad +57 other locations,51,Non-Profit | Hyderabad / Secunderabad +57 other locations,https://www.ambitionbox.com/overview/Marpu Foundation-overview
