iter	Passed	Remaining
1637	23678	5232
1638	23690	5218
1639	23704	5203
1640	23717	5188
1641	23731	5174
1642	23746	5159
1643	23759	5145
1644	23773	5130
1645	23786	5115
1646	23800	5101
1647	23814	5086
1648	23827	5071
1649	23841	5057
1650	23855	5042
1651	23867	5027
1652	23883	5013
1653	23896	4998
1654	23909	4984
1655	23923	4969
1656	23937	4955
1657	23950	4940
1658	23963	4925
1659	23976	4910
1660	23989	4896
1661	24002	4881
1662	24017	4867
1663	24030	4852
1664	24043	4837
1665	24057	4823
1666	24070	4808
1667	24084	4793
1668	24097	4779
1669	24111	4764
1670	24124	4749
1671	24137	4735
1672	24152	4720
1673	24166	4706
1674	24179	4691
1675	24192	4676
1676	24205	4662
1677	24219	4647
1678	24232	4632
1679	24245	4618
1680	24259	4603
1681	24272	4589
1682	24286	4574
1683	24304	4560
1684	24317	4546
1685	24331	4531
1686	24344	4516
1687	24358	4502
1688	24371	4487
1689	24385	4473
1690	24398	4458
1691	24413	4443
1692	24426	4429
1693	24441	4415
1694	24454	4400
1695	24468	4385
1696	24482	4371
1697	24495	4356
1698	24508	4342
1699	24522	4327
1700	24536	4313
1701	24549	4298
1702	24562	4283
1703	24574	4268
1704	24590	4254
1705	24603	4240
1706	24616	4225
1707	24630	4210
1708	24644	4196
1709	24657	4181
1710	24670	4167
1711	24684	4152
1712	24697	4137
1713	24710	4123
1714	24726	4109
1715	24739	4094
1716	24752	4079
1717	24766	4065
1718	24779	4050
1719	24792	4035
1720	24805	4021
1721	24819	4006
1722	24832	3992
1723	24846	3977
1724	24862	3963
1725	24875	3949
1726	24888	3934
1727	24903	3919
1728	24917	3905
1729	24929	3890
1730	24943	3876
1731	24957	3861
1732	24969	3847
1733	24983	3832
1734	24995	3817
1735	25011	3803
1736	25024	3788
1737	25037	3774
1738	25050	3759
1739	25064	3745
1740	25098	3733
1741	25133	3722
1742	25153	3708
1743	25166	3694
1744	25179	3679
1745	25193	3665
1746	25206	3650
1747	25220	3635
1748	25233	3621
1749	25247	3606
1750	25260	3592
1751	25275	3577
1752	25288	3563
1753	25304	3548
1754	25317	3534
1755	25330	3519
1756	25344	3505
1757	25357	3490
1758	25371	3476
1759	25384	3461
1760	25398	3446
1761	25413	3432
1762	25427	3418
1763	25441	3403
1764	25454	3389
1765	25467	3374
1766	25480	3359
1767	25494	3345
1768	25507	3330
1769	25520	3316
1770	25534	3301
1771	25547	3287
1772	25561	3272
1773	25574	3258
1774	25588	3243
1775	25601	3228
1776	25615	3214
1777	25629	3200
1778	25643	3185
1779	25656	3171
1780	25670	3156
1781	25683	3141
1782	25698	3127
1783	25711	3113
1784	25724	3098
1785	25737	3083
1786	25751	3069
1787	25764	3054
1788	25777	3040
1789	25791	3025
1790	25805	3011
1791	25817	2996
1792	25836	2982
1793	25849	2968
1794	25862	2953
1795	25876	2939
1796	25890	2924
1797	25903	2910
1798	25916	2895
1799	25929	2881
1800	25942	2866
1801	25955	2851
1802	25971	2837
1803	25985	2823
1804	25999	2808
1805	26012	2794
1806	26025	2779
1807	26038	2765
1808	26052	2750
1809	26066	2736
1810	26078	2721
1811	26092	2707
1812	26104	2692
1813	26117	2678
1814	26131	2663
1815	26144	2648
1816	26157	2634
1817	26170	2619
1818	26184	2605
1819	26197	2590
1820	26210	2576
1821	26224	2562
1822	26238	2547
1823	26254	2533
1824	26268	2518
1825	26281	2504
1826	26294	2489
1827	26308	2475
1828	26321	2460
1829	26334	2446
1830	26347	2431
1831	26361	2417
1832	26373	2402
1833	26387	2388
1834	26400	2373
1835	26413	2359
1836	26426	2344
1837	26439	2330
1838	26452	2315
1839	26466	2301
1840	26479	2286
1841	26492	2272
1842	26507	2258
1843	26520	2243
1844	26534	2229
1845	26547	2214
1846	26560	2200
1847	26574	2185
1848	26586	2171
1849	26599	2156
1850	26612	2142
1851	26626	2127
1852	26642	2113
1853	26655	2099
1854	26669	2084
1855	26682	2070
1856	26695	2055
1857	26708	2041
1858	26722	2026
1859	26736	2012
1860	26750	1998
1861	26763	1983
1862	26775	1969
1863	26790	1954
1864	26804	1940
1865	26817	1925
1866	26831	1911
1867	26844	1896
1868	26858	1882
1869	26871	1868
1870	26884	1853
1871	26898	1839
1872	26911	1824
1873	26924	1810
1874	26938	1795
1875	26951	1781
1876	26964	1766
1877	26978	1752
1878	26991	1738
1879	27004	1723
1880	27018	1709
1881	27031	1694
1882	27045	1680
1883	27058	1666
1884	27130	1655
1885	27172	1642
1886	27196	1628
1887	27221	1614
1888	27235	1600
1889	27249	1585
1890	27262	1571
1891	27277	1557
1892	27291	1542
1893	27304	1528
1894	27317	1513
1895	27331	1499
1896	27344	1484
1897	27359	1470
1898	27373	1455
1899	27387	1441
1900	27401	1427
1901	27414	1412
1902	27429	1398
1903	27443	1383
1904	27456	1369
1905	27470	1354
1906	27483	1340
1907	27497	1325
1908	27510	1311
1909	27523	1296
1910	27536	1282
1911	27549	1267
1912	27565	1253
1913	27578	1239
1914	27592	1224
1915	27605	1210
1916	27619	1195
1917	27632	1181
1918	27646	1166
1919	27659	1152
1920	27672	1138
1921	27709	1124
1922	27736	1110
1923	27756	1096
1924	27770	1081
1925	27784	1067
1926	27797	1053
1927	27810	1038
1928	27825	1024
1929	27839	1009
1930	27851	995
1931	27865	980
1932	27879	966
1933	27892	951
1934	27906	937
1935	27920	922
1936	27933	908
1937	27947	894
1938	27959	879
1939	27973	865
1940	27987	850
1941	28000	836
1942	28014	821
1943	28027	807
1944	28040	792
1945	28053	778
1946	28066	764
1947	28080	749
1948	28094	735
1949	28110	720
1950	28124	706
1951	28137	691
1952	28151	677
1953	28165	663
1954	28178	648
1955	28191	634
1956	28205	619
1957	28218	605
1958	28231	590
1959	28247	576
1960	28261	562
1961	28274	547
1962	28288	533
1963	28301	518
1964	28314	504
1965	28328	489
1966	28341	475
1967	28356	461
1968	28370	446
1969	28384	432
1970	28399	417
1971	28413	403
1972	28426	389
1973	28440	374
1974	28452	360
1975	28465	345
1976	28479	331
1977	28493	316
1978	28506	302
1979	28520	288
1980	28534	273
1981	28549	259
1982	28562	244
1983	28576	230
1984	28590	216
1985	28603	201
1986	28616	187
1987	28630	172
1988	28643	158
1989	28656	144
1990	28670	129
1991	28686	115
1992	28700	100
1993	28713	86
1994	28726	71
1995	28739	57
1996	28753	43
1997	28766	28
1998	28779	14
1999	28792	0
