iter	Logloss
1513	0.3278443945
1514	0.3278261509
1515	0.3277970714
1516	0.3277438152
1517	0.3277156594
1518	0.3276697595
1519	0.3276250017
1520	0.3275960224
1521	0.3275374992
1522	0.3274865156
1523	0.3274426955
1524	0.3274095595
1525	0.3273639831
1526	0.3273286204
1527	0.3272975164
1528	0.3272653479
1529	0.327241306
1530	0.3272015912
1531	0.3271582252
1532	0.3271204932
1533	0.3270813629
1534	0.3270431272
1535	0.3270363856
1536	0.3269956192
1537	0.3269463249
1538	0.3269106873
1539	0.3268698822
1540	0.3268323067
1541	0.3268050747
1542	0.3267419517
1543	0.326712634
1544	0.3266785872
1545	0.3266419423
1546	0.3266018056
1547	0.3265619493
1548	0.3265129258
1549	0.3264730705
1550	0.3264397032
1551	0.3263886317
1552	0.3263615826
1553	0.3263389489
1554	0.3262847068
1555	0.3262447834
1556	0.3262289795
1557	0.3262033958
1558	0.3261555916
1559	0.3261084926
1560	0.3260637569
1561	0.3260090668
1562	0.3259708155
1563	0.3259255395
1564	0.3258951138
1565	0.325843988
1566	0.3258245247
1567	0.3257964442
1568	0.3257483182
1569	0.3256916319
1570	0.3256503316
1571	0.3256143173
1572	0.3255596963
1573	0.325548519
1574	0.3255113772
1575	0.3254686267
1576	0.3254263726
1577	0.3253977105
1578	0.3253661409
1579	0.3253202532
1580	0.3252892023
1581	0.3252525147
1582	0.3252061144
1583	0.3251686029
1584	0.3251506046
1585	0.3251176622
1586	0.3251056867
1587	0.3250776597
1588	0.3250458079
1589	0.325018921
1590	0.3249956926
1591	0.3249728942
1592	0.3249457596
1593	0.3248962753
1594	0.3248657891
1595	0.3248076136
1596	0.3247714033
1597	0.3247308137
1598	0.3246859562
1599	0.3246558093
1600	0.3246275977
1601	0.324562753
1602	0.3245135835
1603	0.3244602283
1604	0.3244066911
1605	0.3243770103
1606	0.3243503536
1607	0.3243252271
1608	0.3242823254
1609	0.3242541786
1610	0.3242182535
1611	0.3241545716
1612	0.3240876266
1613	0.3240600928
1614	0.3240214488
1615	0.3240056906
1616	0.3239720876
1617	0.3239303965
1618	0.3238973836
1619	0.3238709917
1620	0.3238377204
1621	0.3237868017
1622	0.3237461925
1623	0.3237140003
1624	0.3236670198
1625	0.323645987
1626	0.3236129574
1627	0.3235897703
1628	0.3235542326
1629	0.3235100694
1630	0.3234721591
1631	0.3234524633
1632	0.3233904236
1633	0.3233574987
1634	0.3233212313
1635	0.323279858
1636	0.3232574527
1637	0.3232290032
1638	0.3231843776
1639	0.3231565868
1640	0.3231160778
1641	0.3230892947
1642	0.3230637219
1643	0.3230208009
1644	0.3229616351
1645	0.3229023312
1646	0.3228827295
1647	0.3228418751
1648	0.3227782958
1649	0.3227279923
1650	0.3226691852
1651	0.3226023657
1652	0.3225551192
1653	0.3225225446
1654	0.3224805382
1655	0.322449698
1656	0.3224116806
1657	0.3223953922
1658	0.3223588805
1659	0.3223301167
1660	0.3222988231
1661	0.3222645194
1662	0.3222066301
1663	0.3221707319
1664	0.3221444755
1665	0.3221079966
1666	0.3220852945
1667	0.3220338932
1668	0.3220049997
1669	0.3219528669
1670	0.3219135703
1671	0.3218653572
1672	0.3218140766
1673	0.3217824207
1674	0.3217544132
1675	0.3217059009
1676	0.3216584477
1677	0.3216141292
1678	0.3215778334
1679	0.321543057
1680	0.3215004074
1681	0.3214625578
1682	0.3214205973
1683	0.3213865806
1684	0.3213580451
1685	0.3213095193
1686	0.3212856436
1687	0.3212536366
1688	0.3212143241
1689	0.3211730119
1690	0.3211455809
1691	0.3211022617
1692	0.32105093
1693	0.3210243351
1694	0.3209892991
1695	0.3209410448
1696	0.3208895108
1697	0.3208671242
1698	0.3208427131
1699	0.3208092047
1700	0.3207651509
1701	0.3207366766
1702	0.3207026097
1703	0.3206734062
1704	0.3206346885
1705	0.3206015592
1706	0.320550095
1707	0.3205281441
1708	0.320496271
1709	0.3204539385
1710	0.3203763897
1711	0.3203483857
1712	0.3203085281
1713	0.3202587633
1714	0.3202140284
1715	0.3201852275
1716	0.3201492214
1717	0.3200947145
1718	0.3200593626
1719	0.3200109177
1720	0.3199716117
1721	0.3199220544
1722	0.3198944474
1723	0.319857649
1724	0.3198257051
1725	0.3197335502
1726	0.319693484
1727	0.3196515284
1728	0.3195927525
1729	0.3195507292
1730	0.3195222175
1731	0.3194900348
1732	0.3194656181
1733	0.319420805
1734	0.3193692258
1735	0.319330289
1736	0.3192821077
1737	0.3192384049
1738	0.3192133744
1739	0.3191689609
1740	0.3191354981
1741	0.3190914199
1742	0.3190574676
1743	0.3190265536
1744	0.3189612205
1745	0.3189335086
1746	0.3188966494
1747	0.318866828
1748	0.3188246466
1749	0.3187779713
1750	0.3187518665
1751	0.3187266296
1752	0.3187109378
1753	0.3186796147
1754	0.318621109
1755	0.318590287
1756	0.3185608254
1757	0.3185185885
1758	0.3184868691
1759	0.3184544147
1760	0.3183970739
1761	0.3183524059
1762	0.318329577
1763	0.3183051571
1764	0.3182821842
1765	0.318241587
1766	0.3182089142
1767	0.3181740392
1768	0.3181413799
1769	0.3181109021
1770	0.3180797588
1771	0.3180381383
1772	0.3180113012
1773	0.3179659109
1774	0.3179201191
1775	0.317893841
1776	0.3178548546
1777	0.3178153933
1778	0.317781895
1779	0.3177439702
1780	0.3177032307
1781	0.3176697678
1782	0.3176244254
1783	0.3175838486
1784	0.3175599671
1785	0.3175382602
1786	0.3174978189
1787	0.3174687397
1788	0.3174078333
1789	0.3173846905
1790	0.3173072985
1791	0.3172764206
1792	0.3172301712
1793	0.3171968973
1794	0.3171653266
1795	0.3171165599
1796	0.3170827025
1797	0.317048055
1798	0.3170094408
1799	0.3169838538
1800	0.3169610674
1801	0.3169396918
1802	0.3169330674
1803	0.3168925848
1804	0.3168515865
1805	0.3168195648
1806	0.3167586296
1807	0.3167078264
1808	0.3166676931
1809	0.3166363611
1810	0.3166107494
1811	0.3165771851
1812	0.3165372132
1813	0.3165043678
1814	0.3164764315
1815	0.3164321442
1816	0.3163754944
1817	0.3163494443
1818	0.3163135578
1819	0.316283894
1820	0.3162537337
1821	0.3162157095
1822	0.3161948149
1823	0.3161494319
1824	0.3161084932
1825	0.3160805265
1826	0.3160365081
1827	0.3159857242
1828	0.3159425591
1829	0.3159197913
1830	0.3158977553
1831	0.3158501442
1832	0.3157885651
1833	0.3157413326
1834	0.3157093735
1835	0.3156674324
1836	0.3156482933
1837	0.3156304775
1838	0.3155956464
1839	0.3155735291
1840	0.3155236972
1841	0.3154884302
1842	0.3154248315
1843	0.3153758939
1844	0.3153336466
1845	0.3152751419
1846	0.3152560495
1847	0.3152026215
1848	0.3151436363
1849	0.3151124934
1850	0.3150477416
1851	0.3150036661
1852	0.3149755326
1853	0.3149171049
1854	0.3148712672
1855	0.3148502917
1856	0.3148231277
1857	0.3147835716
1858	0.3147377658
1859	0.3146768177
1860	0.3146046686
1861	0.3145671887
1862	0.3145364168
1863	0.3144759617
1864	0.3144476827
1865	0.314420712
1866	0.3143899232
1867	0.3143482888
1868	0.3143104675
1869	0.3142797261
1870	0.3142395401
1871	0.3141926868
1872	0.3141612445
1873	0.3141273391
1874	0.3140706906
1875	0.3140340445
1876	0.3139738739
1877	0.3139419576
1878	0.3138977343
1879	0.3138522183
1880	0.3138169814
1881	0.3137688733
1882	0.3137153711
1883	0.3136750849
1884	0.3136326678
1885	0.3135916596
1886	0.3135609563
1887	0.3135335325
1888	0.3135031777
1889	0.313454573
1890	0.3134075995
1891	0.313374817
1892	0.3133403581
1893	0.3133024476
1894	0.3132672516
1895	0.3132062191
1896	0.3131669145
1897	0.3131426986
1898	0.3130960442
1899	0.3130552477
1900	0.3130347529
1901	0.3129895697
1902	0.3129308111
1903	0.312905153
1904	0.3128861217
1905	0.3128272179
1906	0.3127948703
1907	0.3127566582
1908	0.312723199
1909	0.3126886591
1910	0.3126404384
1911	0.312614808
1912	0.3125677799
1913	0.3125216063
1914	0.3124623844
1915	0.3124291733
1916	0.3124138311
1917	0.3123571779
1918	0.3122761449
1919	0.312239932
1920	0.3121998022
1921	0.3121567581
1922	0.3121247392
1923	0.3120975185
1924	0.3120473092
1925	0.312007931
1926	0.3119717781
1927	0.3119309435
1928	0.3118931536
1929	0.3118597248
1930	0.3118119012
1931	0.3117647344
1932	0.3117122746
1933	0.3116530012
1934	0.3115978202
1935	0.3115782244
1936	0.3115447753
1937	0.3114904774
1938	0.3114640994
1939	0.3114292654
1940	0.3113977869
1941	0.3113371507
1942	0.3112939391
1943	0.3112301465
1944	0.3111828969
1945	0.31111792
1946	0.3110861361
1947	0.3110436914
1948	0.3110059414
1949	0.310971667
1950	0.3109302138
1951	0.3108926586
1952	0.3108539244
1953	0.3108123147
1954	0.31078477
1955	0.3107453121
1956	0.3107081009
1957	0.3106833352
1958	0.310655626
1959	0.3106092829
1960	0.3105515261
1961	0.3105217492
1962	0.3105023631
1963	0.3104678328
1964	0.3104151453
1965	0.3103883264
1966	0.3103404755
1967	0.3103121764
1968	0.310272276
1969	0.3102426741
1970	0.3102150594
1971	0.3101847868
1972	0.3101595471
1973	0.3101347496
1974	0.3101085433
1975	0.3100746771
1976	0.3100214299
1977	0.3099901922
1978	0.3099497571
1979	0.3099239388
1980	0.3098919931
1981	0.3098729728
1982	0.3098164576
1983	0.3097888186
1984	0.3097659769
1985	0.3097296866
1986	0.3096958068
1987	0.3096679385
1988	0.3096487912
1989	0.3095978435
1990	0.3095677006
1991	0.309523303
1992	0.3094864774
1993	0.3094559047
1994	0.3094338163
1995	0.3094112794
1996	0.3093533507
1997	0.3093212427
1998	0.3092848423
1999	0.3092548412
