iter	Logloss
172	0.4597012557
173	0.4589871108
174	0.4582310757
175	0.4575998753
176	0.4571377453
177	0.4566637301
178	0.4562118245
179	0.4558050198
180	0.4551598657
181	0.4546108381
182	0.4541751001
183	0.4535231086
184	0.4529742291
185	0.4526512784
186	0.452221465
187	0.4518977092
188	0.451335822
189	0.4508421863
190	0.4502689374
191	0.4498246906
192	0.4492756319
193	0.4488649239
194	0.4483769181
195	0.4479742758
196	0.4475468503
197	0.4471775301
198	0.4466864999
199	0.4460957487
200	0.4455396107
201	0.4451048226
202	0.4447384881
203	0.4442624106
204	0.443961416
205	0.4435482645
206	0.4431464726
207	0.4427541166
208	0.4424505508
209	0.442026538
210	0.4416640965
211	0.4413849274
212	0.4409483964
213	0.4405035635
214	0.4399917229
215	0.4395040175
216	0.439111473
217	0.4386052034
218	0.4382681178
219	0.4379137768
220	0.4375731247
221	0.4373030003
222	0.436955618
223	0.4367349839
224	0.4364400267
225	0.4362009185
226	0.4357364305
227	0.435360508
228	0.4349660906
229	0.4347026581
230	0.4343793571
231	0.4340784482
232	0.4338421781
233	0.4334560304
234	0.433265225
235	0.4329588152
236	0.4325308971
237	0.4321404887
238	0.4317739182
239	0.4313808088
240	0.4311176647
241	0.4307289098
242	0.4304919625
243	0.4301575186
244	0.4297895352
245	0.4295829339
246	0.4292592246
247	0.4290054888
248	0.4286646679
249	0.4282697199
250	0.4279249655
251	0.4276227647
252	0.4273410283
253	0.4269515938
254	0.4267908948
255	0.4264212182
256	0.4261130284
257	0.4257698172
258	0.4255064723
259	0.4252554815
260	0.4249604081
261	0.4247534464
262	0.4245770107
263	0.424360444
264	0.4240847291
265	0.423787806
266	0.4235000106
267	0.4231629065
268	0.422832684
269	0.4226192032
270	0.422283097
271	0.4220092962
272	0.4217407348
273	0.4214876456
274	0.4213253807
275	0.4211056987
276	0.4207910358
277	0.4204712696
278	0.4201882939
279	0.4198459129
280	0.4195687508
281	0.419406504
282	0.4191168506
283	0.4189572717
284	0.4186551903
285	0.4184474322
286	0.4182420023
287	0.4179652359
288	0.4176291744
289	0.4172941109
290	0.4169961629
291	0.4166903364
292	0.4163813554
293	0.4161126893
294	0.4159214431
295	0.4157042973
296	0.4154741725
297	0.4152786619
298	0.4151493059
299	0.4148747043
300	0.4146727214
301	0.414474425
302	0.4142494655
303	0.4139997804
304	0.413888293
305	0.4136187973
306	0.4134134553
307	0.4131635031
308	0.4128333798
309	0.4125388959
310	0.412313747
311	0.4120289753
312	0.411866501
313	0.4116177011
314	0.4114292687
315	0.4113018154
316	0.4111457122
317	0.4109874012
318	0.4107396005
319	0.410510054
320	0.4103852225
321	0.4101297377
322	0.4098542742
323	0.4095908977
324	0.4093945242
325	0.4092336114
326	0.4089986074
327	0.4087808353
328	0.4085812357
329	0.4083300175
330	0.4081103855
331	0.4079195763
332	0.4076146897
333	0.4073261236
334	0.4071861424
335	0.4070466537
336	0.4067992927
337	0.4066686497
338	0.4064930689
339	0.4062573952
340	0.4061707591
341	0.4059610695
342	0.4058072946
343	0.405601523
344	0.4054661854
345	0.4052932053
346	0.4052031379
347	0.404992994
348	0.4048044319
349	0.4045981503
350	0.4044594284
351	0.4041803556
352	0.4039574399
353	0.4037169529
354	0.4035033311
355	0.4033380252
356	0.40313516
357	0.4029072122
358	0.402728267
359	0.4026159575
360	0.4023801431
361	0.4021486546
362	0.4019382931
363	0.4017331745
364	0.4015229184
365	0.401317116
366	0.4011020357
367	0.4009617965
368	0.4007759694
369	0.400592347
370	0.4004609971
371	0.4002876318
372	0.4001575191
373	0.3999971934
374	0.3998706792
375	0.3997668618
376	0.3995615122
377	0.399438638
378	0.3992925809
379	0.3991531806
380	0.3990226517
381	0.3989010047
382	0.3987797327
383	0.3985596693
384	0.3984553089
385	0.3983123554
386	0.3981670758
387	0.3980512063
388	0.3979172024
389	0.3977226786
390	0.3975436238
391	0.3973796192
392	0.3972472538
393	0.3971624231
394	0.3970682391
395	0.396954711
396	0.3968025256
397	0.3966432772
398	0.3965529942
399	0.396378597
400	0.3961548196
401	0.3960061405
402	0.3958541552
403	0.395684826
404	0.3955892959
405	0.3954339696
406	0.3952176765
407	0.3951232714
408	0.3950109113
409	0.3947994092
410	0.394693663
411	0.3944820585
412	0.3943280059
413	0.3941475588
414	0.3940686823
415	0.3939570974
416	0.3938329641
417	0.3936961051
418	0.3935209146
419	0.3934220583
420	0.3932694419
421	0.3931625122
422	0.3930188159
423	0.3928225561
424	0.3927108207
425	0.3925868615
426	0.392494641
427	0.3923549763
428	0.3922571845
429	0.3921538182
430	0.392054587
431	0.3919108178
432	0.3916997035
433	0.3915795924
434	0.3914436168
435	0.3913539951
436	0.391268736
437	0.3911593661
438	0.3910035314
439	0.390886037
440	0.3907194145
441	0.390595264
442	0.3904977039
443	0.3903621492
444	0.3902576984
445	0.3900674424
446	0.389908403
447	0.3897343998
448	0.3895728646
449	0.3894608838
450	0.3893554281
451	0.3891942572
452	0.3890091967
453	0.3888724937
454	0.3887646303
455	0.3886200469
456	0.3884791026
457	0.3883659371
458	0.3882273241
459	0.3880943933
460	0.3879542837
461	0.387855148
462	0.3877935779
463	0.3876243736
464	0.3875431507
465	0.3874366623
466	0.3873016689
467	0.3871977218
468	0.3871474233
469	0.3870012649
470	0.3868545441
471	0.3867546692
472	0.3866084662
473	0.3864627193
474	0.3862955841
475	0.3861733226
476	0.38608152
477	0.3860166046
478	0.3859259489
479	0.3857622141
480	0.3856852245
481	0.3856109639
482	0.3855366741
483	0.3854591841
484	0.3853897692
485	0.3852954332
486	0.3852102641
487	0.3851233746
488	0.3850588271
489	0.3848966305
490	0.3847470208
491	0.384596593
492	0.3844964182
493	0.3844156749
494	0.384292288
495	0.3841807455
496	0.3840415652
497	0.3839499665
498	0.3839011948
499	0.3837448842
500	0.3836284827
501	0.3835008974
502	0.3833928442
503	0.3833205366
504	0.3832641313
505	0.3832028696
506	0.3831352867
507	0.3829880548
508	0.3828703945
509	0.3827687204
510	0.3826931365
511	0.3826167571
512	0.3825258755
513	0.3824295028
514	0.3823166149
515	0.3822210888
516	0.3821367416
517	0.3820326461
518	0.3819271938
519	0.3817864769
520	0.3817139646
521	0.3816364239
522	0.3815313266
523	0.381370379
524	0.3812251126
525	0.3811421301
526	0.3810230008
527	0.3809558555
528	0.3809074751
529	0.3808337404
530	0.3807350442
531	0.3806278465
532	0.3805032095
533	0.38035485
534	0.3802987126
535	0.3801438541
536	0.3800676581
537	0.3799621644
538	0.3798290196
539	0.3797090397
540	0.3796608611
541	0.3796092954
542	0.3794895564
543	0.3793883804
544	0.3792952294
545	0.3791678376
546	0.3790877878
547	0.3789630971
548	0.378852038
549	0.378742263
550	0.3786564548
551	0.3785665814
552	0.3784911065
553	0.3784095912
554	0.378300329
555	0.378209084
556	0.3781327455
557	0.378083334
558	0.3780145138
559	0.3778712674
560	0.377792812
561	0.3777086194
562	0.3776496136
563	0.3775357951
564	0.377449079
565	0.3773739484
566	0.3772557223
567	0.377148406
568	0.3770847039
569	0.3769729734
570	0.3768818065
571	0.3768090174
572	0.3766740216
573	0.3766276219
574	0.3765622499
575	0.3764651375
576	0.3763618431
577	0.3762598948
578	0.3761573398
579	0.3760892074
580	0.3760048566
581	0.3758614005
582	0.375748921
583	0.375646344
584	0.3755633061
585	0.3754704917
586	0.3753915651
587	0.3753277406
588	0.375253926
589	0.3751397671
590	0.3750320867
591	0.3749482824
592	0.3748829054
593	0.3748072809
594	0.3747222497
595	0.374639754
596	0.3745584496
597	0.3744856723
598	0.3744465467
599	0.3743630283
600	0.374296623
601	0.3742217451
602	0.3741371384
603	0.3740693553
604	0.3739926109
605	0.3739246551
606	0.3738395295
607	0.3737809305
608	0.3737465025
609	0.3736511088
610	0.3735839044
611	0.3735311201
612	0.3734623711
613	0.3733564909
614	0.3732620006
615	0.3732028635
616	0.3731491818
617	0.3731117656
618	0.3730292006
619	0.3729552975
620	0.3728319349
621	0.372748866
622	0.3726366073
623	0.3725807186
624	0.3725067303
625	0.3723783814
626	0.3723266023
627	0.3722492669
628	0.3721548997
629	0.3720661737
630	0.3719900912
631	0.3719361315
632	0.3718801728
633	0.3717922916
634	0.3717017774
635	0.3716712849
636	0.371636022
637	0.3715600778
638	0.3714131579
639	0.3713696696
640	0.3713075567
641	0.3712263736
642	0.3711591748
643	0.3711139249
644	0.3710785935
645	0.3709730239
646	0.3708974356
647	0.3707951212
648	0.3707231936
649	0.3706427617
650	0.3706039238
651	0.370551212
652	0.3704714146
653	0.3704319882
654	0.3703657431
655	0.370319782
656	0.3702739181
657	0.3702003744
658	0.3701116258
659	0.3700222101
660	0.3699596405
661	0.3699013277
662	0.3697816141
663	0.369700004
664	0.3696606335
665	0.3696005393
666	0.3695448142
667	0.3694225136
668	0.3693619557
669	0.3692893669
670	0.3692012757
671	0.3691369953
672	0.3690541789
673	0.3690128256
674	0.3689060375
675	0.3688505202
676	0.3687944704
677	0.3686849239
678	0.368632539
679	0.3685580421
680	0.3685262417
681	0.3684614534
682	0.368394124
683	0.3683437362
684	0.3682436704
685	0.3681846906
686	0.3681492622
687	0.3681018522
688	0.3680311327
689	0.3679864023
690	0.3679244025
691	0.3678335576
692	0.3677815839
693	0.3676907046
694	0.3676361175
695	0.3675618065
696	0.3674986584
697	0.3674132151
698	0.3673239914
699	0.3672753447
700	0.3672150773
701	0.3671101147
702	0.3670135244
703	0.3669350198
704	0.3668610325
705	0.3667699043
706	0.3667046399
707	0.3666572179
708	0.3665867484
709	0.3665442866
710	0.366471827
711	0.366427517
712	0.3663896124
713	0.3663530686
714	0.3662642509
715	0.3661972678
716	0.3661413882
717	0.366063216
718	0.3660131945
719	0.3659420908
720	0.3658501461
721	0.3658031285
722	0.3657285252
723	0.3656693808
724	0.3656383894
725	0.3655030449
726	0.3654501945
727	0.3654049791
728	0.3653622283
729	0.3652540892
730	0.3651388078
731	0.3650447469
732	0.3649228974
733	0.3648449981
734	0.3648132184
735	0.3647731845
736	0.3646708655
737	0.3645804707
738	0.3645344171
739	0.3644230736
740	0.3643871112
741	0.3643396514
742	0.3642643028
743	0.3642358967
744	0.3641440373
745	0.3640941404
746	0.364000602
747	0.3639632226
748	0.3639039671
749	0.3638403452
750	0.3637948379
751	0.3636822699
752	0.3636084552
753	0.3635758911
754	0.3635201802
755	0.3634379284
756	0.3633930994
757	0.3633402659
758	0.3632719732
759	0.3631907922
760	0.3631418617
761	0.3630667761
762	0.3630185791
763	0.3629696079
764	0.3628753158
765	0.362786562
766	0.3626920769
767	0.3626086964
768	0.3625740996
769	0.3625151318
770	0.3623923489
771	0.3623334632
772	0.3622958621
773	0.362219265
774	0.3621676418
775	0.3621104353
776	0.3619948049
777	0.3619260489
778	0.3618858534
779	0.3618360923
780	0.3617740073
781	0.3617193176
782	0.3616907403
783	0.3616227372
784	0.3615234106
785	0.3614674542
786	0.361387318
787	0.3613549087
788	0.3613246836
789	0.3612464312
790	0.3612002141
791	0.3611318718
792	0.3610638074
793	0.3610285597
794	0.3609823997
795	0.3609205206
796	0.3608616166
797	0.360804559
798	0.3607347769
799	0.3606552458
800	0.3606208009
801	0.3605680268
802	0.3605296194
803	0.3604973594
804	0.3604492903
805	0.3603979262
806	0.3602950655
807	0.3602031636
808	0.3601365073
809	0.3600890842
810	0.3600125765
811	0.3599778976
812	0.3599433601
813	0.3598583952
814	0.3598281866
815	0.3597942734
816	0.3597461227
817	0.3596779915
818	0.3596363046
819	0.3595970774
820	0.3595430119
821	0.3595006671
822	0.3594454088
823	0.3593750511
824	0.359302389
825	0.3592551172
826	0.3591793373
827	0.3591023627
828	0.3590522173
829	0.3590269697
830	0.3589386315
831	0.3588622121
832	0.3587640518
833	0.3586544992
834	0.3586066965
835	0.3585768745
836	0.3585279215
837	0.3584942934
838	0.358412616
839	0.3583583617
840	0.3583088349
841	0.3582571953
842	0.3581984093
843	0.3581645649
844	0.3581090855
845	0.3580923723
846	0.358054855
847	0.3579955237
848	0.3578949753
849	0.357829277
850	0.3577745838
851	0.3576917357
852	0.3576644783
853	0.3575780369
854	0.3575412668
855	0.3575045279
856	0.3574730313
857	0.3574123197
858	0.3573424541
859	0.3572804852
860	0.3572336915
861	0.3571943782
862	0.3571525296
863	0.357108192
864	0.357058969
865	0.3569884294
866	0.3569321542
867	0.3569076288
868	0.3569043343
869	0.356831437
870	0.3567867491
871	0.3567480672
872	0.3566863544
873	0.3565834202
874	0.3565368231
875	0.3564789344
876	0.3564169361
877	0.3563620482
878	0.3562934067
879	0.3562481086
880	0.3561901202
881	0.3561671166
882	0.3561234817
883	0.3560551768
884	0.355980795
885	0.3559401188
886	0.3558883555
887	0.3558572199
888	0.3558148669
889	0.3557763292
890	0.3557206078
891	0.3556811896
892	0.3556274619
893	0.3555469067
894	0.3554855705
895	0.3554324645
896	0.3553449612
897	0.3553066042
898	0.3552577507
899	0.3552089548
900	0.355169327
901	0.3551209752
902	0.3550835179
903	0.3550382106
904	0.354981449
905	0.354928982
906	0.3548859069
907	0.3548546698
908	0.3547975103
909	0.3547714657
910	0.3547209586
911	0.3546537316
912	0.3545706726
913	0.3545146065
914	0.3544476906
915	0.3543860551
916	0.3543408334
917	0.3543257043
918	0.3542311596
919	0.3541967922
920	0.3541116073
921	0.3540326949
922	0.3539895134
923	0.3539131534
924	0.3538721251
925	0.3538449021
926	0.3537969057
927	0.3537324503
928	0.3536447603
929	0.353575736
930	0.35352167
931	0.3534029272
932	0.353380313
933	0.3533285526
934	0.3532905417
935	0.3532544287
936	0.3532209872
937	0.3531636681
938	0.3531277056
939	0.3530867442
940	0.3530391085
941	0.3529766994
942	0.3529427826
943	0.3528869839
944	0.3528558277
945	0.3528136481
946	0.3527604196
947	0.3527137661
948	0.3526899585
949	0.3526328197
950	0.3525999865
951	0.3525775734
952	0.352526911
953	0.3524862012
954	0.352428118
955	0.3524015474
956	0.3523721196
957	0.3523207296
958	0.3522759781
959	0.3522086697
960	0.3521599727
961	0.3521066687
962	0.3520696253
963	0.3520270685
964	0.3519890277
965	0.3519397259
966	0.3518706765
967	0.3518344521
968	0.3517887774
969	0.3517093399
970	0.3516665473
971	0.3516268464
972	0.3515557098
973	0.3514759757
974	0.3514187327
975	0.351384309
976	0.35130283
977	0.3512489427
978	0.3511765534
979	0.3511418975
980	0.3510995282
981	0.3510681983
982	0.3509905532
983	0.35093605
984	0.350870567
985	0.3508162792
986	0.3507805079
987	0.3507488765
988	0.3506961813
989	0.3506559786
990	0.3506087506
991	0.350574707
992	0.3504901434
993	0.3503857547
994	0.3503389024
995	0.3502973327
996	0.350266859
997	0.3502219652
998	0.3501920757
999	0.350156361
1000	0.3501151901
1001	0.3500709947
1002	0.3500302902
1003	0.3499494772
1004	0.3498993443
1005	0.3498658843
1006	0.3498242883
1007	0.349769168
1008	0.3497428733
1009	0.3497029165
1010	0.3496764203
1011	0.3496260021
1012	0.3495930023
1013	0.3495534026
1014	0.3494830045
1015	0.3494221461
1016	0.3493613894
1017	0.3493179159
1018	0.3492897681
1019	0.3492461288
1020	0.3491675166
1021	0.3490988622
1022	0.3490718217
1023	0.3490085702
1024	0.3489525731
1025	0.3488843042
1026	0.3488412251
1027	0.3488036895
1028	0.3487550347
1029	0.3487011196
1030	0.3486444914
1031	0.3486177061
1032	0.3485644722
1033	0.3485095023
1034	0.3484641523
1035	0.3484320647
1036	0.3484040056
1037	0.3483607612
1038	0.3483289587
1039	0.3482874154
1040	0.3482466026
1041	0.3481854907
1042	0.3481399526
1043	0.3481232647
1044	0.3480685218
1045	0.3480258782
1046	0.34799618
1047	0.3479591078
1048	0.3479122998
1049	0.347888545
1050	0.3478513194
1051	0.3477999611
1052	0.3477769551
1053	0.3476971685
1054	0.3476158809
1055	0.3475768017
1056	0.3474946291
1057	0.3474618698
1058	0.3474272172
1059	0.3473561481
1060	0.3473161891
1061	0.3472520115
1062	0.3471828625
1063	0.3471442602
1064	0.3470433971
1065	0.3470034115
1066	0.3469692305
1067	0.3469065079
1068	0.346870453
1069	0.3468172075
1070	0.3467904978
1071	0.3467629931
1072	0.3467182061
1073	0.3466869534
1074	0.346642802
1075	0.3466009281
1076	0.3465352846
1077	0.3464965571
1078	0.3464549748
1079	0.3463913012
1080	0.3463698956
1081	0.3463106689
1082	0.3462805408
1083	0.346242156
1084	0.3461934381
1085	0.3461666775
1086	0.346116456
1087	0.3460980823
1088	0.3460548465
1089	0.345991349
1090	0.3459400664
1091	0.3458972801
1092	0.3458349265
1093	0.3458162344
1094	0.3457459029
1095	0.345712808
1096	0.3456519063
1097	0.3455990622
1098	0.3455676525
1099	0.345528181
1100	0.3454826201
1101	0.345458263
1102	0.345423744
1103	0.345359219
1104	0.3453300463
1105	0.3452798347
1106	0.3452246657
1107	0.3451689431
1108	0.3451181756
1109	0.3450845158
1110	0.3450352543
1111	0.3450032246
1112	0.3449342399
1113	0.344897862
1114	0.3448755879
1115	0.3448502119
1116	0.3448125055
1117	0.3447450566
1118	0.3447038423
1119	0.3446556824
1120	0.3446101206
1121	0.3445851648
1122	0.3445408407
1123	0.3445162703
1124	0.3444307999
1125	0.3443433115
1126	0.3442922905
1127	0.3442681176
1128	0.3441920608
1129	0.3441481476
1130	0.3440918275
1131	0.3440489966
1132	0.3439786009
1133	0.3439367212
1134	0.3439046048
1135	0.3438560984
1136	0.3437971216
1137	0.3437477096
1138	0.3436973563
1139	0.3436580455
1140	0.3436170409
1141	0.3435693444
1142	0.3435278325
1143	0.3434621419
1144	0.3434045608
1145	0.3433579635
1146	0.3433051856
1147	0.3432504671
1148	0.3432016429
1149	0.3431827659
1150	0.3431430565
1151	0.3430704189
1152	0.3430059209
1153	0.3429669295
1154	0.34292618
1155	0.3428597247
1156	0.3428273462
1157	0.3427857186
1158	0.3427400382
1159	0.3427000024
1160	0.3426624387
1161	0.3426259455
1162	0.3425757968
1163	0.3425456706
1164	0.3424958491
1165	0.3424470344
1166	0.3424109438
1167	0.3423896713
1168	0.3423632378
1169	0.3423228692
1170	0.3422757657
1171	0.3422026862
1172	0.3421300725
1173	0.342039374
1174	0.3420092077
1175	0.3419595303
1176	0.3419270249
1177	0.3419115657
1178	0.3418757448
1179	0.3418459679
1180	0.3417857269
1181	0.3417518636
1182	0.3416995284
1183	0.3416642364
1184	0.3416013649
1185	0.3415591443
1186	0.3415130295
1187	0.3414744806
1188	0.3414261957
1189	0.341372486
1190	0.3413268185
1191	0.3412986528
1192	0.3412277503
1193	0.3411854809
1194	0.3411537436
1195	0.3410941409
1196	0.3410270224
1197	0.3409734499
1198	0.3409164038
1199	0.340889191
1200	0.3408577096
1201	0.3407955629
1202	0.3407345029
1203	0.3406808245
1204	0.3406381432
1205	0.3406128253
1206	0.3405649795
1207	0.3405258345
1208	0.3405052997
1209	0.3404538699
1210	0.3403977258
1211	0.3403118299
1212	0.3402824154
1213	0.3402584971
1214	0.34019891
1215	0.34015825
1216	0.3400947162
1217	0.3400430055
1218	0.3400015289
1219	0.3399567027
1220	0.339893903
1221	0.339837204
1222	0.3398138601
1223	0.3397857158
1224	0.3397576228
1225	0.3396878527
1226	0.3396557968
1227	0.3396257979
1228	0.3395800919
1229	0.3395346812
1230	0.3394714004
1231	0.3394212846
1232	0.3393722489
1233	0.3393255691
1234	0.3392490007
1235	0.339196408
1236	0.3391530338
1237	0.3391005182
1238	0.3390740922
1239	0.339031814
1240	0.3390026749
1241	0.3389802488
1242	0.3389208946
1243	0.3388642116
1244	0.3388048338
1245	0.3387532719
1246	0.3387212581
1247	0.3386282607
1248	0.3386020542
1249	0.3385471297
1250	0.3384966553
1251	0.3384624352
1252	0.3384103622
1253	0.3383572292
1254	0.3383348041
1255	0.3382845193
1256	0.3382394395
1257	0.3381688423
1258	0.338131315
1259	0.3380831268
1260	0.3380448617
1261	0.3379946733
1262	0.3379377588
1263	0.3378590204
1264	0.3378264303
1265	0.3377614955
1266	0.3377119006
1267	0.3376767618
1268	0.3376511261
1269	0.3376192778
1270	0.3375804293
1271	0.3375596882
1272	0.3375038725
1273	0.3374505528
1274	0.33740866
1275	0.3373669404
1276	0.3373260267
1277	0.3372944423
1278	0.3372432825
1279	0.3372172854
1280	0.3371956587
1281	0.3371553698
1282	0.3371124956
1283	0.3370708153
1284	0.3370361095
1285	0.3369929338
1286	0.3369637253
1287	0.3369193807
1288	0.3369008011
1289	0.3368600695
1290	0.3368238484
1291	0.3367878359
1292	0.3367480091
1293	0.3367079098
1294	0.3366645326
1295	0.3366289999
1296	0.3366108181
1297	0.3365927158
1298	0.3365293806
1299	0.3364916958
1300	0.3364590684
1301	0.3364024582
1302	0.3363639848
1303	0.3363307757
1304	0.3362783135
1305	0.3362478654
1306	0.3362057826
1307	0.3361579639
1308	0.3361182275
1309	0.3360767099
1310	0.336070928
1311	0.3360356252
1312	0.3360035154
1313	0.3359817098
1314	0.3359422488
1315	0.3358872803
1316	0.3358569938
1317	0.3358170107
1318	0.3357617882
1319	0.3357520227
1320	0.3357235937
1321	0.3357040079
1322	0.3356723838
1323	0.3356417523
1324	0.335585082
1325	0.3355402945
1326	0.3354912686
1327	0.3354428385
1328	0.335426743
1329	0.3353889986
1330	0.3353531918
1331	0.3353174887
1332	0.3352838651
1333	0.3352497807
1334	0.3351858814
1335	0.3351603279
1336	0.335098997
1337	0.3350769883
1338	0.3350215786
1339	0.3349919638
1340	0.3349646099
1341	0.3349244255
1342	0.3348783102
1343	0.3348386287
1344	0.3348118072
1345	0.334778701
1346	0.3347227193
1347	0.3346814511
1348	0.3346606546
1349	0.3346343101
1350	0.3345707992
1351	0.3345436646
1352	0.3344820525
1353	0.3344389561
1354	0.3344009142
1355	0.3343471874
1356	0.3343110127
1357	0.3342454063
1358	0.3342113984
1359	0.3341705911
1360	0.3341164776
1361	0.3340836183
1362	0.3340433037
1363	0.3340153208
1364	0.3339593736
1365	0.3339031847
1366	0.333864716
1367	0.333831962
1368	0.333796309
1369	0.3337680627
1370	0.3336997097
1371	0.3336515193
1372	0.3336008745
1373	0.3335678535
1374	0.3335315355
1375	0.3334894891
1376	0.3334656486
1377	0.3334302724
1378	0.3334031068
1379	0.3333482069
1380	0.333309212
1381	0.3332723408
1382	0.3332365582
1383	0.3332040346
1384	0.3331704968
1385	0.3331161351
1386	0.3330787732
1387	0.333042868
1388	0.3330065652
1389	0.3329666833
1390	0.3329152767
1391	0.3328840526
1392	0.3328661038
1393	0.3327853789
1394	0.3327508644
1395	0.3326923487
1396	0.3326334433
1397	0.3326097472
1398	0.3325974852
1399	0.3325408241
1400	0.3324852872
1401	0.3324417279
1402	0.3324048384
1403	0.332368477
1404	0.3323303372
1405	0.3323021512
1406	0.3322500808
1407	0.3322141059
1408	0.3321834634
1409	0.3321485092
1410	0.3321036699
1411	0.3320784237
1412	0.3320295925
1413	0.3319817681
1414	0.3319495128
1415	0.3318979071
1416	0.3318486408
1417	0.3317876563
1418	0.3317703445
1419	0.3317049982
1420	0.3316497047
1421	0.3316042802
1422	0.3315603992
1423	0.3315196507
1424	0.3314636928
1425	0.3314300756
1426	0.3313860886
1427	0.3313441564
1428	0.3312756544
1429	0.3312467269
1430	0.3312151141
1431	0.3311755531
1432	0.331152406
1433	0.3311238889
1434	0.3311056051
1435	0.3310732512
1436	0.3310444655
1437	0.3309974253
1438	0.3309508394
1439	0.3309090982
1440	0.3308723006
1441	0.330846464
1442	0.330810375
1443	0.3307894581
1444	0.3307612001
1445	0.3307236509
1446	0.3306747625
1447	0.3306295759
1448	0.3305866897
1449	0.33056299
1450	0.3305107113
1451	0.3304773387
1452	0.3304525274
1453	0.3303632755
1454	0.3303022558
1455	0.3302594129
1456	0.3302280989
1457	0.3301739044
1458	0.3301140316
1459	0.3300841014
1460	0.3300305792
1461	0.3300045397
1462	0.3299806789
1463	0.3299521294
1464	0.3299215697
1465	0.3298882626
1466	0.329854697
1467	0.3298087491
1468	0.3297907268
1469	0.3297532205
1470	0.3297243466
1471	0.3296734927
1472	0.3296545279
1473	0.329565068
1474	0.3295281885
1475	0.3295006908
1476	0.3294399923
1477	0.3294170917
1478	0.3293504827
1479	0.3292941233
1480	0.3292408473
1481	0.329192783
1482	0.3291555521
1483	0.3291096201
1484	0.329055903
1485	0.3290106109
1486	0.3289671423
1487	0.3289359234
1488	0.3288859746
1489	0.3288672164
1490	0.3288296027
1491	0.3287627593
1492	0.328715832
1493	0.328686884
1494	0.3286408357
1495	0.3286057443
1496	0.3285449491
1497	0.328528674
1498	0.3284640977
1499	0.3284363626
1500	0.3283716196
1501	0.3283336929
1502	0.3282264564
1503	0.3281942688
1504	0.3281676099
1505	0.3281307625
1506	0.3281289424
1507	0.3280786646
1508	0.328038217
1509	0.328004504
1510	0.3279533222
1511	0.3279254859
1512	0.3278889954
